player_id,Name,team_id,team_name,Team,PA,AVG,OBP,SLG,OPS,SO,BB,K%,BB%
518692,Freddie Freeman,119,Los Angeles Dodgers,,267,0.276,0.36,0.478,0.838,45,31,16.853932584269664,11.610486891385769
694388,Joey Loperfido,117,Houston Astros,,66,0.276,0.348,0.362,0.71,19,6,28.78787878787879,9.090909090909092
645302,Victor Robles,136,Seattle Mariners,,29,0.276,0.276,0.345,0.621,6,0,20.689655172413794,0.0
802415,Chandler Simpson,139,Tampa Bay Rays,,249,0.276,0.309,0.328,0.637,27,12,10.843373493975903,4.819277108433735
666018,Jonathan Aranda,139,Tampa Bay Rays,,262,0.276,0.385,0.472,0.857,62,39,23.66412213740458,14.885496183206106
669743,Alex Call,119,Los Angeles Dodgers,,83,0.275,0.386,0.348,0.734,9,11,10.843373493975903,13.253012048192772
606992,Eric Haase,137,San Francisco Giants,,43,0.275,0.326,0.65,0.976,11,3,25.581395348837212,6.976744186046512
640902,Jhonny Pereda,136,Seattle Mariners,,45,0.275,0.356,0.425,0.781,7,4,15.555555555555555,8.88888888888889
680977,Brendan Donovan,136,Seattle Mariners,,101,0.274,0.386,0.452,0.838,15,11,14.85148514851485,10.891089108910892
668715,Spencer Steer,113,Cincinnati Reds,,239,0.274,0.351,0.458,0.809,48,23,20.0836820083682,9.623430962343097
694212,Samuel Basallo,110,Baltimore Orioles,,192,0.273,0.339,0.494,0.833,48,18,25.0,9.375
668939,Adley Rutschman,110,Baltimore Orioles,,196,0.273,0.352,0.506,0.858,27,21,13.77551020408163,10.714285714285714
665052,Griffin Conine,146,Miami Marlins,,25,0.273,0.36,0.591,0.951,6,2,24.0,8.0
686681,Michael Massey,118,Kansas City Royals,,141,0.273,0.293,0.477,0.77,27,5,19.148936170212767,3.546099290780142
807727,Charles McAdoo,141,Toronto Blue Jays,,11,0.273,0.273,0.545,0.818,2,0,18.181818181818183,0.0
660688,Keibert Ruiz,120,Washington Nationals,,127,0.273,0.291,0.496,0.787,19,3,14.960629921259844,2.3622047244094486
621566,Matt Olson,144,Atlanta Braves,,282,0.272,0.344,0.552,0.896,64,28,22.69503546099291,9.929078014184398
805367,Chase Meidroth,145,Chicago White Sox,,261,0.271,0.342,0.393,0.735,60,26,22.988505747126435,9.961685823754788
804606,Konnor Griffin,134,Pittsburgh Pirates,,208,0.27,0.327,0.402,0.729,56,14,26.923076923076923,6.730769230769231
643396,Isiah Kiner-Falefa,111,Boston Red Sox,,98,0.27,0.33,0.337,0.667,15,8,15.306122448979592,8.16326530612245
665487,Fernando Tatis Jr.,135,San Diego Padres,,261,0.27,0.338,0.322,0.66,57,24,21.839080459770116,9.195402298850574
677942,Blaze Alexander,110,Baltimore Orioles,,144,0.269,0.319,0.354,0.673,37,9,25.694444444444443,6.25
641355,Cody Bellinger,147,New York Yankees,,267,0.269,0.371,0.462,0.833,34,39,12.734082397003746,14.606741573033707
676356,Jonny DeLuca,139,Tampa Bay Rays,,125,0.269,0.298,0.412,0.71,26,5,20.8,4.0
502671,Paul Goldschmidt,147,New York Yankees,,143,0.268,0.35,0.512,0.862,28,13,19.58041958041958,9.090909090909092
810938,Ben Williamson,139,Tampa Bay Rays,,143,0.268,0.345,0.331,0.676,29,14,20.27972027972028,9.79020979020979
695578,James Wood,120,Washington Nationals,,299,0.267,0.405,0.539,0.944,89,52,29.76588628762542,17.391304347826086
690993,Colt Keith,116,Detroit Tigers,,184,0.267,0.31,0.326,0.636,39,10,21.195652173913043,5.434782608695652
672580,Maikel Garcia,118,Kansas City Royals,,248,0.267,0.327,0.382,0.709,35,21,14.112903225806454,8.46774193548387
671218,Heliot Ramos,137,San Francisco Giants,,176,0.267,0.307,0.424,0.731,47,10,26.704545454545453,5.681818181818182
668804,Bryan Reynolds,134,Pittsburgh Pirates,,276,0.267,0.395,0.418,0.813,59,45,21.3768115942029,16.304347826086957
687221,Dalton Rushing,119,Los Angeles Dodgers,,105,0.266,0.343,0.521,0.864,27,8,25.71428571428571,7.6190476190476195
665750,Leody Taveras,110,Baltimore Orioles,,187,0.266,0.359,0.38,0.739,40,22,21.390374331550802,11.76470588235294
665833,Oneil Cruz,134,Pittsburgh Pirates,,279,0.265,0.344,0.474,0.818,97,27,34.76702508960574,9.67741935483871
547180,Bryce Harper,143,Philadelphia Phillies,,260,0.265,0.369,0.511,0.88,48,38,18.461538461538463,14.615384615384617
657136,Connor Wong,111,Boston Red Sox,,82,0.264,0.338,0.375,0.713,18,6,21.951219512195124,7.317073170731707
680869,Zack Gelof,133,Athletics,,165,0.263,0.313,0.428,0.741,41,10,24.848484848484848,6.0606060606060606
701398,Sal Stewart,113,Cincinnati Reds,,269,0.263,0.357,0.474,0.831,55,34,20.44609665427509,12.639405204460965
671277,Luis García Jr.,120,Washington Nationals,,203,0.263,0.291,0.454,0.745,30,8,14.77832512315271,3.9408866995073892
545341,Randal Grichuk,145,Chicago White Sox,,84,0.263,0.286,0.563,0.849,19,2,22.61904761904762,2.380952380952381
689414,Liam Hicks,146,Miami Marlins,,234,0.262,0.346,0.465,0.811,22,24,9.401709401709402,10.256410256410255
669397,Nick Allen,117,Houston Astros,,67,0.262,0.303,0.344,0.647,14,3,20.8955223880597,4.477611940298507
622268,Donovan Walton,108,Los Angeles Angels,,44,0.262,0.295,0.333,0.628,9,2,20.454545454545457,4.545454545454546
694384,Nolan Schanuel,108,Los Angeles Angels,,208,0.262,0.313,0.387,0.7,33,13,15.865384615384615,6.25
656484,Tristan Gray,142,Minnesota Twins,,118,0.262,0.308,0.411,0.719,35,7,29.66101694915254,5.932203389830509
686527,Dominic Canzone,136,Seattle Mariners,,151,0.261,0.331,0.493,0.824,33,13,21.85430463576159,8.609271523178808
663616,Trevor Larnach,142,Minnesota Twins,,185,0.261,0.373,0.389,0.762,38,26,20.54054054054054,14.054054054054054
676439,Hunter Feduccia,139,Tampa Bay Rays,,82,0.261,0.35,0.333,0.683,26,9,31.70731707317073,10.975609756097562
642708,Amed Rosario,147,New York Yankees,,102,0.261,0.304,0.511,0.815,22,7,21.568627450980394,6.862745098039216
