game,team,batter_id,batter,opposing_pitcher_id,opposing_pitcher,opposing_pitcher_hand,split,AB,PA,H,BB,SO,HR,RBI,AVG,OBP,SLG,OPS,K%,BB%,matchup_grade
Milwaukee Brewers @ Colorado Rockies,Colorado Rockies,671289,Tyler Freeman,694819.0,Jacob Misiorowski,R,vs RHP,103,120,30,7,10,1,13,0.291,0.376,0.359,0.735,8.333333333333332,5.833333333333333,Strong Matchup
Cleveland Guardians @ Texas Rangers,Texas Rangers,696030,Alejandro Osuna,676440.0,Tanner Bibee,R,vs RHP,84,102,21,11,12,0,8,0.25,0.376,0.274,0.65,11.76470588235294,10.784313725490197,Strong Matchup
Kansas City Royals @ Minnesota Twins,Kansas City Royals,686555,Isaac Collins,657746.0,Joe Ryan,R,vs RHP,115,145,27,24,40,2,11,0.235,0.375,0.33,0.705,27.586206896551722,16.551724137931036,Strong Matchup
Washington Nationals @ Arizona Diamondbacks,Washington Nationals,677588,José Tena,593958.0,Eduardo Rodriguez,L,vs LHP,6,8,1,1,3,0,0,0.167,0.375,0.167,0.542,37.5,12.5,Small Sample
Boston Red Sox @ New York Yankees,Boston Red Sox,575929,Willson Contreras,701542.0,Will Warren,R,vs RHP,154,179,45,15,50,8,26,0.292,0.374,0.5,0.874,27.932960893854748,8.379888268156424,Strong Matchup
San Francisco Giants @ Chicago Cubs,San Francisco Giants,808982,Jung Hoo Lee,676962.0,Ben Brown,R,vs RHP,153,163,52,7,15,2,15,0.34,0.374,0.49,0.864,9.202453987730062,4.294478527607362,Strong Matchup
Cleveland Guardians @ Texas Rangers,Cleveland Guardians,656555,Rhys Hoskins,683004.0,Jack Leiter,R,vs RHP,88,110,19,21,28,3,12,0.216,0.373,0.409,0.782,25.454545454545453,19.090909090909093,Strong Matchup
Tampa Bay Rays @ Miami Marlins,Tampa Bay Rays,691406,Junior Caminero,669199.0,Lake Bachar,R,vs RHP,170,194,49,23,34,11,24,0.288,0.371,0.524,0.895,17.525773195876287,11.855670103092782,Strong Matchup
Pittsburgh Pirates @ Atlanta Braves,Pittsburgh Pirates,664040,Brandon Lowe,675911.0,Spencer Strider,R,vs RHP,160,184,44,22,40,12,36,0.275,0.37,0.6,0.97,21.73913043478261,11.956521739130435,Strong Matchup
Baltimore Orioles @ Toronto Blue Jays,Toronto Blue Jays,682818,Yohendrick Piñango,680694.0,Kyle Bradish,R,vs RHP,82,87,27,5,16,3,16,0.329,0.368,0.476,0.844,18.39080459770115,5.747126436781609,Strong Matchup
Tampa Bay Rays @ Miami Marlins,Tampa Bay Rays,810938,Ben Williamson,669199.0,Lake Bachar,R,vs RHP,75,87,20,11,17,0,8,0.267,0.368,0.293,0.661,19.54022988505747,12.643678160919542,Strong Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Dodgers,518692,Freddie Freeman,686799.0,Jack Kochanowicz,R,vs RHP,165,188,48,21,28,8,29,0.291,0.367,0.521,0.888,14.893617021276595,11.170212765957446,Strong Matchup
Washington Nationals @ Arizona Diamondbacks,Washington Nationals,695578,James Wood,593958.0,Eduardo Rodriguez,L,vs LHP,82,98,20,15,30,4,12,0.244,0.367,0.463,0.83,30.612244897959183,15.306122448979592,Strong Matchup
Chicago White Sox @ Philadelphia Phillies,Chicago White Sox,671976,Tristan Peters,691725.0,Andrew Painter,R,vs RHP,144,160,44,12,30,2,15,0.306,0.367,0.438,0.805,18.75,7.5,Strong Matchup
Tampa Bay Rays @ Miami Marlins,Tampa Bay Rays,680700,Richie Palacios,669199.0,Lake Bachar,R,vs RHP,104,126,25,18,26,1,13,0.24,0.365,0.327,0.692,20.634920634920633,14.285714285714285,Strong Matchup
Pittsburgh Pirates @ Atlanta Braves,Atlanta Braves,621566,Matt Olson,677952.0,Braxton Ashcraft,R,vs RHP,141,162,40,19,37,11,30,0.284,0.364,0.582,0.946,22.839506172839506,11.728395061728394,Strong Matchup
Milwaukee Brewers @ Colorado Rockies,Colorado Rockies,681198,TJ Rumfield,694819.0,Jacob Misiorowski,R,vs RHP,164,187,47,18,30,7,24,0.287,0.364,0.488,0.852,16.0427807486631,9.62566844919786,Strong Matchup
Pittsburgh Pirates @ Atlanta Braves,Atlanta Braves,686948,Drake Baldwin,677952.0,Braxton Ashcraft,R,vs RHP,115,132,32,15,32,6,22,0.278,0.364,0.47,0.834,24.242424242424242,11.363636363636363,Strong Matchup
Cincinnati Reds @ St. Louis Cardinals,Cincinnati Reds,680574,Matt McLain,669461.0,Matthew Liberatore,L,vs LHP,44,56,9,10,10,2,4,0.205,0.364,0.341,0.705,17.857142857142858,17.857142857142858,Strong Matchup
Cleveland Guardians @ Texas Rangers,Cleveland Guardians,677587,Brayan Rocchio,683004.0,Jack Leiter,R,vs RHP,138,158,39,14,19,2,19,0.283,0.363,0.362,0.725,12.025316455696203,8.860759493670885,Strong Matchup
Cleveland Guardians @ Texas Rangers,Texas Rangers,673962,Josh Jung,676440.0,Tanner Bibee,R,vs RHP,180,196,57,11,34,6,25,0.317,0.362,0.494,0.856,17.346938775510203,5.612244897959184,Strong Matchup
Baltimore Orioles @ Toronto Blue Jays,Toronto Blue Jays,665489,Vladimir Guerrero Jr.,680694.0,Kyle Bradish,R,vs RHP,180,207,51,21,20,1,19,0.283,0.362,0.35,0.712,9.66183574879227,10.144927536231885,Strong Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Dodgers,571970,Max Muncy,686799.0,Jack Kochanowicz,R,vs RHP,149,172,39,23,44,11,18,0.262,0.36,0.523,0.883,25.581395348837212,13.372093023255813,Strong Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Dodgers,669257,Will Smith,686799.0,Jack Kochanowicz,R,vs RHP,129,150,36,16,20,6,21,0.279,0.36,0.457,0.817,13.333333333333334,10.666666666666668,Strong Matchup
Cincinnati Reds @ St. Louis Cardinals,Cincinnati Reds,668709,JJ Bleday,669461.0,Matthew Liberatore,L,vs LHP,34,39,10,4,8,2,8,0.294,0.359,0.5,0.859,20.51282051282051,10.256410256410255,Good Matchup
Boston Red Sox @ New York Yankees,Boston Red Sox,701350,Roman Anthony,701542.0,Will Warren,R,vs RHP,74,92,15,17,25,1,4,0.203,0.359,0.324,0.683,27.173913043478258,18.478260869565215,Good Matchup
Milwaukee Brewers @ Colorado Rockies,Colorado Rockies,666160,Mickey Moniak,694819.0,Jacob Misiorowski,R,vs RHP,122,134,37,10,27,10,23,0.303,0.358,0.656,1.014,20.149253731343283,7.462686567164178,Good Matchup
Seattle Mariners @ Detroit Tigers,Seattle Mariners,641487,J.P. Crawford,672456.0,Keider Montero,R,vs RHP,136,162,32,24,33,9,19,0.235,0.358,0.471,0.829,20.37037037037037,14.814814814814813,Good Matchup
Cleveland Guardians @ Texas Rangers,Texas Rangers,592626,Joc Pederson,676440.0,Tanner Bibee,R,vs RHP,149,179,37,26,38,7,20,0.248,0.358,0.436,0.794,21.22905027932961,14.52513966480447,Good Matchup
Washington Nationals @ Arizona Diamondbacks,Arizona Diamondbacks,672515,Gabriel Moreno,641793.0,Zack Littell,R,vs RHP,95,110,25,13,22,1,10,0.263,0.355,0.389,0.744,20.0,11.818181818181818,Good Matchup
Cleveland Guardians @ Texas Rangers,Texas Rangers,669701,Josh Smith,676440.0,Tanner Bibee,R,vs RHP,77,93,18,14,12,0,6,0.234,0.355,0.26,0.615,12.903225806451612,15.053763440860216,Good Matchup
San Francisco Giants @ Chicago Cubs,Chicago Cubs,624424,Michael Conforto,694738.0,Landen Roupp,R,vs RHP,82,96,21,13,28,4,13,0.256,0.354,0.512,0.866,29.166666666666668,13.541666666666666,Good Matchup
Kansas City Royals @ Minnesota Twins,Kansas City Royals,695506,Jac Caglianone,657746.0,Joe Ryan,R,vs RHP,143,162,38,18,46,4,10,0.266,0.352,0.42,0.772,28.39506172839506,11.11111111111111,Good Matchup
New York Mets @ San Diego Padres,San Diego Padres,657757,Gavin Sheets,690997.0,Nolan McLean,R,vs RHP,146,168,37,20,36,10,25,0.253,0.351,0.527,0.878,21.428571428571427,11.904761904761903,Good Matchup
Seattle Mariners @ Detroit Tigers,Detroit Tigers,693307,Dillon Dingler,682243.0,Bryce Miller,R,vs RHP,140,159,38,13,28,11,33,0.271,0.35,0.557,0.907,17.61006289308176,8.176100628930817,Good Matchup
Cincinnati Reds @ St. Louis Cardinals,St. Louis Cardinals,691023,Jordan Walker,666157.0,Nick Lodolo,L,vs LHP,54,60,15,6,13,4,10,0.278,0.35,0.556,0.906,21.666666666666668,10.0,Good Matchup
Athletics @ Houston Astros,Houston Astros,665161,Jeremy Peña,695034.0,Kade Morris,R,vs RHP,92,100,28,5,13,2,7,0.304,0.35,0.424,0.774,13.0,5.0,Good Matchup
Boston Red Sox @ New York Yankees,New York Yankees,641355,Cody Bellinger,624133.0,Ranger Suarez,L,vs LHP,71,83,20,9,9,3,14,0.282,0.349,0.521,0.87,10.843373493975903,10.843373493975903,Good Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Dodgers,808975,Hyeseong Kim,686799.0,Jack Kochanowicz,R,vs RHP,102,116,29,11,26,1,11,0.284,0.348,0.363,0.711,22.413793103448278,9.482758620689655,Good Matchup
Kansas City Royals @ Minnesota Twins,Kansas City Royals,677951,Bobby Witt Jr.,657746.0,Joe Ryan,R,vs RHP,199,225,54,23,47,8,22,0.271,0.347,0.437,0.784,20.88888888888889,10.222222222222223,Good Matchup
Seattle Mariners @ Detroit Tigers,Seattle Mariners,702284,Cole Young,672456.0,Keider Montero,R,vs RHP,149,171,39,17,33,2,19,0.262,0.347,0.362,0.709,19.298245614035086,9.941520467836257,Good Matchup
Washington Nationals @ Arizona Diamondbacks,Arizona Diamondbacks,672695,Geraldo Perdomo,641793.0,Zack Littell,R,vs RHP,146,171,36,22,23,2,13,0.247,0.347,0.356,0.703,13.450292397660817,12.865497076023392,Good Matchup
Boston Red Sox @ New York Yankees,Boston Red Sox,807799,Masataka Yoshida,701542.0,Will Warren,R,vs RHP,101,118,25,13,12,1,4,0.248,0.347,0.337,0.684,10.16949152542373,11.016949152542372,Good Matchup
Pittsburgh Pirates @ Atlanta Braves,Pittsburgh Pirates,663968,Jake Mangum,675911.0,Spencer Strider,R,vs RHP,77,90,21,7,17,1,7,0.273,0.345,0.338,0.683,18.88888888888889,7.777777777777778,Good Matchup
Cincinnati Reds @ St. Louis Cardinals,St. Louis Cardinals,802139,JJ Wetherholt,666157.0,Nick Lodolo,L,vs LHP,70,87,15,12,12,2,5,0.214,0.345,0.329,0.674,13.793103448275861,13.793103448275861,Good Matchup
Athletics @ Houston Astros,Athletics,669127,Shea Langeliers,837227.0,Tatsuya Imai,R,vs RHP,171,192,46,16,35,10,19,0.269,0.344,0.497,0.841,18.229166666666664,8.333333333333332,Good Matchup
Washington Nationals @ Arizona Diamondbacks,Arizona Diamondbacks,571448,Nolan Arenado,641793.0,Zack Littell,R,vs RHP,139,157,38,11,33,6,24,0.273,0.344,0.468,0.812,21.019108280254777,7.006369426751593,Good Matchup
Athletics @ Houston Astros,Athletics,691016,Tyler Soderstrom,837227.0,Tatsuya Imai,R,vs RHP,160,186,39,24,27,5,20,0.244,0.344,0.45,0.794,14.516129032258066,12.903225806451612,Good Matchup
Boston Red Sox @ New York Yankees,Boston Red Sox,678882,Ceddanne Rafaela,701542.0,Will Warren,R,vs RHP,154,169,43,11,27,4,16,0.279,0.343,0.403,0.746,15.976331360946746,6.508875739644971,Good Matchup
Cincinnati Reds @ St. Louis Cardinals,Cincinnati Reds,682829,Elly De La Cruz,669461.0,Matthew Liberatore,L,vs LHP,67,73,20,4,23,5,17,0.299,0.342,0.642,0.984,31.506849315068493,5.47945205479452,Good Matchup
San Francisco Giants @ Chicago Cubs,San Francisco Giants,687551,Drew Gilbert,676962.0,Ben Brown,R,vs RHP,103,111,30,7,19,3,12,0.291,0.342,0.466,0.808,17.117117117117118,6.306306306306306,Good Matchup
Washington Nationals @ Arizona Diamondbacks,Washington Nationals,682928,CJ Abrams,593958.0,Eduardo Rodriguez,L,vs LHP,71,79,20,6,19,2,15,0.282,0.342,0.451,0.793,24.050632911392405,7.59493670886076,Good Matchup
Pittsburgh Pirates @ Atlanta Braves,Atlanta Braves,645277,Ozzie Albies,677952.0,Braxton Ashcraft,R,vs RHP,139,161,36,18,25,6,20,0.259,0.342,0.403,0.745,15.527950310559005,11.180124223602485,Good Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Dodgers,690976,Alex Freeland,686799.0,Jack Kochanowicz,R,vs RHP,103,120,27,12,29,3,12,0.262,0.342,0.388,0.73,24.166666666666668,10.0,Good Matchup
Pittsburgh Pirates @ Atlanta Braves,Pittsburgh Pirates,665833,Oneil Cruz,675911.0,Spencer Strider,R,vs RHP,172,197,42,23,63,10,31,0.244,0.34,0.459,0.799,31.979695431472084,11.6751269035533,Good Matchup
Milwaukee Brewers @ Colorado Rockies,Colorado Rockies,666397,Edouard Julien,694819.0,Jacob Misiorowski,R,vs RHP,138,159,33,20,41,2,14,0.239,0.34,0.326,0.666,25.78616352201258,12.578616352201259,Good Matchup
Seattle Mariners @ Detroit Tigers,Seattle Mariners,670042,Luke Raley,672456.0,Keider Montero,R,vs RHP,150,166,41,9,55,13,31,0.273,0.339,0.58,0.919,33.13253012048193,5.421686746987952,Good Matchup
Cincinnati Reds @ St. Louis Cardinals,St. Louis Cardinals,691026,Masyn Winn,666157.0,Nick Lodolo,L,vs LHP,51,59,14,5,10,0,6,0.275,0.339,0.373,0.712,16.94915254237288,8.47457627118644,Good Matchup
Tampa Bay Rays @ Miami Marlins,Tampa Bay Rays,802415,Chandler Simpson,669199.0,Lake Bachar,R,vs RHP,158,170,47,10,17,0,7,0.297,0.339,0.348,0.687,10.0,5.88235294117647,Good Matchup
Tampa Bay Rays @ Miami Marlins,Miami Marlins,805300,Jakob Marsee,663556.0,Shane McClanahan,L,vs LHP,48,62,8,8,19,1,4,0.167,0.339,0.333,0.672,30.64516129032258,12.903225806451612,Good Matchup
Pittsburgh Pirates @ Atlanta Braves,Atlanta Braves,671739,Michael Harris II,677952.0,Braxton Ashcraft,R,vs RHP,141,148,44,6,28,9,26,0.312,0.338,0.539,0.877,18.91891891891892,4.054054054054054,Good Matchup
Pittsburgh Pirates @ Atlanta Braves,Atlanta Braves,573262,Mike Yastrzemski,677952.0,Braxton Ashcraft,R,vs RHP,137,154,35,15,32,3,16,0.255,0.338,0.394,0.732,20.77922077922078,9.740259740259742,Good Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Angels,687093,Vaughn Grissom,808967.0,Yoshinobu Yamamoto,R,vs RHP,84,95,22,7,11,4,21,0.262,0.337,0.476,0.813,11.578947368421053,7.368421052631578,Good Matchup
Baltimore Orioles @ Toronto Blue Jays,Toronto Blue Jays,676391,Ernie Clement,680694.0,Kyle Bradish,R,vs RHP,179,184,57,5,18,3,15,0.318,0.337,0.453,0.79,9.782608695652174,2.717391304347826,Good Matchup
Kansas City Royals @ Minnesota Twins,Kansas City Royals,686469,Vinnie Pasquantino,657746.0,Joe Ryan,R,vs RHP,161,190,39,25,28,6,24,0.242,0.337,0.416,0.753,14.736842105263156,13.157894736842104,Good Matchup
Cleveland Guardians @ Texas Rangers,Cleveland Guardians,680757,Steven Kwan,683004.0,Jack Leiter,R,vs RHP,139,166,32,22,14,1,8,0.23,0.337,0.288,0.625,8.433734939759036,13.253012048192772,Good Matchup
Pittsburgh Pirates @ Atlanta Braves,Atlanta Braves,642086,Dominic Smith,677952.0,Braxton Ashcraft,R,vs RHP,118,128,36,6,19,5,24,0.305,0.336,0.475,0.811,14.84375,4.6875,Good Matchup
Pittsburgh Pirates @ Atlanta Braves,Atlanta Braves,643289,Mauricio Dubón,677952.0,Braxton Ashcraft,R,vs RHP,131,143,36,11,25,5,20,0.275,0.336,0.473,0.809,17.482517482517483,7.6923076923076925,Good Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Angels,672724,Oswald Peraza,808967.0,Yoshinobu Yamamoto,R,vs RHP,110,122,29,7,28,2,5,0.264,0.336,0.373,0.709,22.950819672131146,5.737704918032787,Good Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Dodgers,606192,Teoscar Hernández,686799.0,Jack Kochanowicz,R,vs RHP,142,155,41,10,44,6,27,0.289,0.335,0.458,0.793,28.387096774193548,6.451612903225806,Good Matchup
Washington Nationals @ Arizona Diamondbacks,Washington Nationals,660688,Keibert Ruiz,593958.0,Eduardo Rodriguez,L,vs LHP,48,48,16,0,8,2,12,0.333,0.333,0.563,0.896,16.666666666666664,0.0,Good Matchup
Chicago White Sox @ Philadelphia Phillies,Philadelphia Phillies,666969,Adolis García,685126.0,Brandon Eisert,L,vs LHP,57,66,14,8,16,3,7,0.246,0.333,0.474,0.807,24.242424242424242,12.121212121212121,Good Matchup
Tampa Bay Rays @ Miami Marlins,Tampa Bay Rays,668723,Ryan Vilade,669199.0,Lake Bachar,R,vs RHP,36,43,9,5,7,2,12,0.25,0.333,0.444,0.777,16.27906976744186,11.627906976744185,Good Matchup
San Francisco Giants @ Chicago Cubs,Chicago Cubs,608348,Carson Kelly,694738.0,Landen Roupp,R,vs RHP,93,102,25,6,18,0,8,0.269,0.333,0.301,0.634,17.647058823529413,5.88235294117647,Good Matchup
Cincinnati Reds @ St. Louis Cardinals,Cincinnati Reds,663886,Tyler Stephenson,669461.0,Matthew Liberatore,L,vs LHP,33,42,5,9,10,0,3,0.152,0.333,0.212,0.545,23.809523809523807,21.428571428571427,Good Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Dodgers,681624,Andy Pages,686799.0,Jack Kochanowicz,R,vs RHP,184,202,52,13,38,10,39,0.283,0.332,0.5,0.832,18.81188118811881,6.435643564356436,Good Matchup
Cleveland Guardians @ Texas Rangers,Texas Rangers,607043,Brandon Nimmo,676440.0,Tanner Bibee,R,vs RHP,173,196,43,18,41,6,16,0.249,0.332,0.405,0.737,20.918367346938776,9.183673469387756,Good Matchup
Baltimore Orioles @ Toronto Blue Jays,Toronto Blue Jays,660821,Jesús Sánchez,680694.0,Kyle Bradish,R,vs RHP,155,169,46,7,35,6,27,0.297,0.331,0.477,0.808,20.710059171597635,4.142011834319527,Good Matchup
Washington Nationals @ Arizona Diamondbacks,Arizona Diamondbacks,682998,Corbin Carroll,641793.0,Zack Littell,R,vs RHP,144,169,32,22,41,7,21,0.222,0.331,0.472,0.803,24.2603550295858,13.017751479289942,Good Matchup
Cleveland Guardians @ Texas Rangers,Texas Rangers,677649,Ezequiel Duran,676440.0,Tanner Bibee,R,vs RHP,143,155,42,9,37,3,24,0.294,0.331,0.462,0.793,23.870967741935484,5.806451612903226,Good Matchup
Baltimore Orioles @ Toronto Blue Jays,Toronto Blue Jays,662139,Daulton Varsho,680694.0,Kyle Bradish,R,vs RHP,156,175,40,18,33,4,12,0.256,0.331,0.404,0.735,18.857142857142858,10.285714285714285,Good Matchup
Kansas City Royals @ Minnesota Twins,Kansas City Royals,664728,Kyle Isbel,657746.0,Joe Ryan,R,vs RHP,127,142,35,8,31,3,9,0.276,0.331,0.402,0.733,21.830985915492956,5.633802816901409,Good Matchup
New York Mets @ San Diego Padres,New York Mets,682626,Francisco Alvarez,656288.0,Griffin Canning,R,vs RHP,84,99,20,10,21,3,7,0.238,0.33,0.393,0.723,21.21212121212121,10.1010101010101,Good Matchup
Tampa Bay Rays @ Miami Marlins,Tampa Bay Rays,670764,Taylor Walls,669199.0,Lake Bachar,R,vs RHP,84,98,19,12,29,0,10,0.226,0.33,0.321,0.651,29.591836734693878,12.244897959183673,Good Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Angels,694384,Nolan Schanuel,808967.0,Yoshinobu Yamamoto,R,vs RHP,142,152,41,9,23,3,16,0.289,0.329,0.43,0.759,15.131578947368421,5.921052631578947,Good Matchup
Washington Nationals @ Arizona Diamondbacks,Washington Nationals,678554,Curtis Mead,593958.0,Eduardo Rodriguez,L,vs LHP,67,76,16,7,14,2,10,0.239,0.329,0.403,0.732,18.421052631578945,9.210526315789473,Good Matchup
Milwaukee Brewers @ Colorado Rockies,Colorado Rockies,696100,Hunter Goodman,694819.0,Jacob Misiorowski,R,vs RHP,157,177,39,15,51,12,22,0.248,0.328,0.522,0.85,28.8135593220339,8.47457627118644,Good Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Angels,687263,Zach Neto,808967.0,Yoshinobu Yamamoto,R,vs RHP,178,205,41,20,62,8,21,0.23,0.327,0.433,0.76,30.24390243902439,9.75609756097561,Good Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Angels,660162,Yoán Moncada,808967.0,Yoshinobu Yamamoto,R,vs RHP,90,104,20,13,33,3,9,0.222,0.327,0.356,0.683,31.73076923076923,12.5,Good Matchup
San Francisco Giants @ Chicago Cubs,Chicago Cubs,663538,Nico Hoerner,694738.0,Landen Roupp,R,vs RHP,173,202,40,23,12,2,19,0.231,0.327,0.312,0.639,5.9405940594059405,11.386138613861387,Good Matchup
New York Mets @ San Diego Padres,San Diego Padres,665487,Fernando Tatis Jr.,690997.0,Nolan McLean,R,vs RHP,183,209,47,19,41,0,16,0.257,0.327,0.279,0.606,19.617224880382775,9.090909090909092,Good Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Dodgers,663656,Kyle Tucker,686799.0,Jack Kochanowicz,R,vs RHP,169,193,39,23,39,4,18,0.231,0.326,0.355,0.681,20.207253886010363,11.917098445595855,Good Matchup
Milwaukee Brewers @ Colorado Rockies,Colorado Rockies,691720,Kyle Karros,694819.0,Jacob Misiorowski,R,vs RHP,119,144,24,22,32,2,12,0.202,0.326,0.294,0.62,22.22222222222222,15.277777777777779,Good Matchup
Los Angeles Angels @ Los Angeles Dodgers,Los Angeles Dodgers,687221,Dalton Rushing,686799.0,Jack Kochanowicz,R,vs RHP,74,83,18,7,21,6,15,0.243,0.325,0.514,0.839,25.301204819277107,8.433734939759036,Good Matchup
Pittsburgh Pirates @ Atlanta Braves,Pittsburgh Pirates,804606,Konnor Griffin,675911.0,Spencer Strider,R,vs RHP,146,160,39,10,41,4,17,0.267,0.325,0.404,0.729,25.624999999999996,6.25,Good Matchup
Seattle Mariners @ Detroit Tigers,Seattle Mariners,686527,Dominic Canzone,672456.0,Keider Montero,R,vs RHP,126,139,34,10,30,7,23,0.27,0.324,0.516,0.84,21.58273381294964,7.194244604316546,Good Matchup
Milwaukee Brewers @ Colorado Rockies,Colorado Rockies,664983,Jake McCarthy,694819.0,Jacob Misiorowski,R,vs RHP,130,148,35,11,29,4,21,0.269,0.324,0.462,0.786,19.594594594594593,7.4324324324324325,Good Matchup
Seattle Mariners @ Detroit Tigers,Seattle Mariners,647304,Josh Naylor,672456.0,Keider Montero,R,vs RHP,164,183,41,17,22,5,18,0.25,0.324,0.366,0.69,12.021857923497267,9.289617486338798,Good Matchup
Milwaukee Brewers @ Colorado Rockies,Colorado Rockies,650489,Willi Castro,694819.0,Jacob Misiorowski,R,vs RHP,126,145,29,16,42,3,19,0.23,0.324,0.357,0.681,28.965517241379313,11.03448275862069,Good Matchup
Cincinnati Reds @ St. Louis Cardinals,St. Louis Cardinals,701675,Nathan Church,666157.0,Nick Lodolo,L,vs LHP,32,34,10,1,6,0,3,0.313,0.324,0.344,0.668,17.647058823529413,2.941176470588235,Good Matchup
Kansas City Royals @ Minnesota Twins,Minnesota Twins,656484,Tristan Gray,679883.0,Luinder Avila,R,vs RHP,90,99,25,7,25,3,24,0.278,0.323,0.422,0.745,25.252525252525253,7.07070707070707,Good Matchup
Chicago White Sox @ Philadelphia Phillies,Chicago White Sox,678246,Miguel Vargas,691725.0,Andrew Painter,R,vs RHP,158,189,32,24,36,8,29,0.203,0.323,0.405,0.728,19.047619047619047,12.698412698412698,Good Matchup
New York Mets @ San Diego Padres,New York Mets,669004,MJ Melendez,656288.0,Griffin Canning,R,vs RHP,81,96,17,10,30,3,10,0.21,0.323,0.395,0.718,31.25,10.416666666666668,Good Matchup
Chicago White Sox @ Philadelphia Phillies,Philadelphia Phillies,547180,Bryce Harper,685126.0,Brandon Eisert,L,vs LHP,83,99,19,13,21,3,15,0.229,0.323,0.373,0.696,21.21212121212121,13.131313131313133,Good Matchup
Athletics @ Houston Astros,Houston Astros,621043,Carlos Correa,695034.0,Kade Morris,R,vs RHP,83,93,20,10,20,0,7,0.241,0.323,0.313,0.636,21.50537634408602,10.75268817204301,Good Matchup
Tampa Bay Rays @ Miami Marlins,Miami Marlins,681393,Connor Norby,663556.0,Shane McClanahan,L,vs LHP,49,62,7,11,14,1,3,0.143,0.323,0.265,0.588,22.58064516129032,17.741935483870968,Good Matchup
San Francisco Giants @ Chicago Cubs,Chicago Cubs,608324,Alex Bregman,694738.0,Landen Roupp,R,vs RHP,190,211,48,18,34,4,13,0.253,0.322,0.374,0.696,16.113744075829384,8.530805687203792,Good Matchup
Athletics @ Houston Astros,Athletics,687231,Darell Hernaiz,837227.0,Tatsuya Imai,R,vs RHP,70,80,17,7,14,0,3,0.243,0.321,0.286,0.607,17.5,8.75,Good Matchup
San Francisco Giants @ Chicago Cubs,Chicago Cubs,673548,Seiya Suzuki,694738.0,Landen Roupp,R,vs RHP,136,153,33,14,42,7,17,0.243,0.32,0.426,0.746,27.450980392156865,9.15032679738562,Good Matchup
Athletics @ Houston Astros,Athletics,805779,Jacob Wilson,837227.0,Tatsuya Imai,R,vs RHP,118,122,35,4,14,3,13,0.297,0.32,0.415,0.735,11.475409836065573,3.278688524590164,Good Matchup
Athletics @ Houston Astros,Athletics,680869,Zack Gelof,837227.0,Tatsuya Imai,R,vs RHP,109,120,28,9,32,5,14,0.257,0.319,0.44,0.759,26.666666666666668,7.5,Neutral
Kansas City Royals @ Minnesota Twins,Minnesota Twins,621439,Byron Buxton,679883.0,Luinder Avila,R,vs RHP,162,179,41,13,46,17,25,0.253,0.318,0.623,0.941,25.69832402234637,7.262569832402235,Neutral
San Francisco Giants @ Chicago Cubs,San Francisco Giants,642715,Willy Adames,676962.0,Ben Brown,R,vs RHP,185,198,51,11,53,9,25,0.276,0.318,0.503,0.821,26.767676767676768,5.555555555555555,Neutral
New York Mets @ San Diego Padres,San Diego Padres,664034,Ty France,690997.0,Nolan McLean,R,vs RHP,77,83,21,4,16,5,12,0.273,0.317,0.532,0.849,19.27710843373494,4.819277108433735,Neutral
Athletics @ Houston Astros,Houston Astros,670623,Isaac Paredes,695034.0,Kade Morris,R,vs RHP,162,186,36,18,30,9,26,0.222,0.317,0.42,0.737,16.129032258064516,9.67741935483871,Neutral
Athletics @ Houston Astros,Houston Astros,572233,Christian Walker,695034.0,Kade Morris,R,vs RHP,192,209,49,14,44,13,37,0.255,0.316,0.51,0.826,21.052631578947366,6.698564593301436,Neutral
